"login","id","avatar_url","gravatar_id","url","html_url","followers_url","following_url","gists_url","starred_url","subscriptions_url","organizations_url","repos_url","events_url","received_events_url","type","site_admin","score"
"museum",2923223,"https://avatars.githubusercontent.com/u/2923223?v=3","","https://api.github.com/users/museum","https://github.com/museum","https://api.github.com/users/museum/followers","https://api.github.com/users/museum/following{/other_user}","https://api.github.com/users/museum/gists{/gist_id}","https://api.github.com/users/museum/starred{/owner}{/repo}","https://api.github.com/users/museum/subscriptions","https://api.github.com/users/museum/orgs","https://api.github.com/users/museum/repos","https://api.github.com/users/museum/events{/privacy}","https://api.github.com/users/museum/received_events","User",FALSE,16.5562
"museumvictoria",2839634,"https://avatars.githubusercontent.com/u/2839634?v=3","","https://api.github.com/users/museumvictoria","https://github.com/museumvictoria","https://api.github.com/users/museumvictoria/followers","https://api.github.com/users/museumvictoria/following{/other_user}","https://api.github.com/users/museumvictoria/gists{/gist_id}","https://api.github.com/users/museumvictoria/starred{/owner}{/repo}","https://api.github.com/users/museumvictoria/subscriptions","https://api.github.com/users/museumvictoria/orgs","https://api.github.com/users/museumvictoria/repos","https://api.github.com/users/museumvictoria/events{/privacy}","https://api.github.com/users/museumvictoria/received_events","Organization",FALSE,12.478669
"NaturalHistoryMuseum",5260760,"https://avatars.githubusercontent.com/u/5260760?v=3","","https://api.github.com/users/NaturalHistoryMuseum","https://github.com/NaturalHistoryMuseum","https://api.github.com/users/NaturalHistoryMuseum/followers","https://api.github.com/users/NaturalHistoryMuseum/following{/other_user}","https://api.github.com/users/NaturalHistoryMuseum/gists{/gist_id}","https://api.github.com/users/NaturalHistoryMuseum/starred{/owner}{/repo}","https://api.github.com/users/NaturalHistoryMuseum/subscriptions","https://api.github.com/users/NaturalHistoryMuseum/orgs","https://api.github.com/users/NaturalHistoryMuseum/repos","https://api.github.com/users/NaturalHistoryMuseum/events{/privacy}","https://api.github.com/users/NaturalHistoryMuseum/received_events","Organization",FALSE,11.542621
"scimusmn",777830,"https://avatars.githubusercontent.com/u/777830?v=3","","https://api.github.com/users/scimusmn","https://github.com/scimusmn","https://api.github.com/users/scimusmn/followers","https://api.github.com/users/scimusmn/following{/other_user}","https://api.github.com/users/scimusmn/gists{/gist_id}","https://api.github.com/users/scimusmn/starred{/owner}{/repo}","https://api.github.com/users/scimusmn/subscriptions","https://api.github.com/users/scimusmn/orgs","https://api.github.com/users/scimusmn/repos","https://api.github.com/users/scimusmn/events{/privacy}","https://api.github.com/users/scimusmn/received_events","Organization",FALSE,11.542621
"MuseumID",670952,"https://avatars.githubusercontent.com/u/670952?v=3","","https://api.github.com/users/MuseumID","https://github.com/MuseumID","https://api.github.com/users/MuseumID/followers","https://api.github.com/users/MuseumID/following{/other_user}","https://api.github.com/users/MuseumID/gists{/gist_id}","https://api.github.com/users/MuseumID/starred{/owner}{/repo}","https://api.github.com/users/MuseumID/subscriptions","https://api.github.com/users/MuseumID/orgs","https://api.github.com/users/MuseumID/repos","https://api.github.com/users/MuseumID/events{/privacy}","https://api.github.com/users/MuseumID/received_events","User",FALSE,10.918836
"museum10",5893028,"https://avatars.githubusercontent.com/u/5893028?v=3","","https://api.github.com/users/museum10","https://github.com/museum10","https://api.github.com/users/museum10/followers","https://api.github.com/users/museum10/following{/other_user}","https://api.github.com/users/museum10/gists{/gist_id}","https://api.github.com/users/museum10/starred{/owner}{/repo}","https://api.github.com/users/museum10/subscriptions","https://api.github.com/users/museum10/orgs","https://api.github.com/users/museum10/repos","https://api.github.com/users/museum10/events{/privacy}","https://api.github.com/users/museum10/received_events","User",FALSE,10.918836
"museum-of-vertebrate-zoology",5348713,"https://avatars.githubusercontent.com/u/5348713?v=3","","https://api.github.com/users/museum-of-vertebrate-zoology","https://github.com/museum-of-vertebrate-zoology","https://api.github.com/users/museum-of-vertebrate-zoology/followers","https://api.github.com/users/museum-of-vertebrate-zoology/following{/other_user}","https://api.github.com/users/museum-of-vertebrate-zoology/gists{/gist_id}","https://api.github.com/users/museum-of-vertebrate-zoology/starred{/owner}{/repo}","https://api.github.com/users/museum-of-vertebrate-zoology/subscriptions","https://api.github.com/users/museum-of-vertebrate-zoology/orgs","https://api.github.com/users/museum-of-vertebrate-zoology/repos","https://api.github.com/users/museum-of-vertebrate-zoology/events{/privacy}","https://api.github.com/users/museum-of-vertebrate-zoology/received_events","Organization",FALSE,10.918836
"bartoncountyhistorical",1324921,"https://avatars.githubusercontent.com/u/1324921?v=3","","https://api.github.com/users/bartoncountyhistorical","https://github.com/bartoncountyhistorical","https://api.github.com/users/bartoncountyhistorical/followers","https://api.github.com/users/bartoncountyhistorical/following{/other_user}","https://api.github.com/users/bartoncountyhistorical/gists{/gist_id}","https://api.github.com/users/bartoncountyhistorical/starred{/owner}{/repo}","https://api.github.com/users/bartoncountyhistorical/subscriptions","https://api.github.com/users/bartoncountyhistorical/orgs","https://api.github.com/users/bartoncountyhistorical/repos","https://api.github.com/users/bartoncountyhistorical/events{/privacy}","https://api.github.com/users/bartoncountyhistorical/received_events","User",FALSE,10.660183
"brooklynmuseum",432971,"https://avatars.githubusercontent.com/u/432971?v=3","","https://api.github.com/users/brooklynmuseum","https://github.com/brooklynmuseum","https://api.github.com/users/brooklynmuseum/followers","https://api.github.com/users/brooklynmuseum/following{/other_user}","https://api.github.com/users/brooklynmuseum/gists{/gist_id}","https://api.github.com/users/brooklynmuseum/starred{/owner}{/repo}","https://api.github.com/users/brooklynmuseum/subscriptions","https://api.github.com/users/brooklynmuseum/orgs","https://api.github.com/users/brooklynmuseum/repos","https://api.github.com/users/brooklynmuseum/events{/privacy}","https://api.github.com/users/brooklynmuseum/received_events","Organization",FALSE,9.618851
"MuseumTour",4819827,"https://avatars.githubusercontent.com/u/4819827?v=3","","https://api.github.com/users/MuseumTour","https://github.com/MuseumTour","https://api.github.com/users/MuseumTour/followers","https://api.github.com/users/MuseumTour/following{/other_user}","https://api.github.com/users/MuseumTour/gists{/gist_id}","https://api.github.com/users/MuseumTour/starred{/owner}{/repo}","https://api.github.com/users/MuseumTour/subscriptions","https://api.github.com/users/MuseumTour/orgs","https://api.github.com/users/MuseumTour/repos","https://api.github.com/users/MuseumTour/events{/privacy}","https://api.github.com/users/MuseumTour/received_events","Organization",FALSE,7.799168
"museum",2923223,"https://avatars.githubusercontent.com/u/2923223?v=3","","https://api.github.com/users/museum","https://github.com/museum","https://api.github.com/users/museum/followers","https://api.github.com/users/museum/following{/other_user}","https://api.github.com/users/museum/gists{/gist_id}","https://api.github.com/users/museum/starred{/owner}{/repo}","https://api.github.com/users/museum/subscriptions","https://api.github.com/users/museum/orgs","https://api.github.com/users/museum/repos","https://api.github.com/users/museum/events{/privacy}","https://api.github.com/users/museum/received_events","User",FALSE,16.5562
"museumvictoria",2839634,"https://avatars.githubusercontent.com/u/2839634?v=3","","https://api.github.com/users/museumvictoria","https://github.com/museumvictoria","https://api.github.com/users/museumvictoria/followers","https://api.github.com/users/museumvictoria/following{/other_user}","https://api.github.com/users/museumvictoria/gists{/gist_id}","https://api.github.com/users/museumvictoria/starred{/owner}{/repo}","https://api.github.com/users/museumvictoria/subscriptions","https://api.github.com/users/museumvictoria/orgs","https://api.github.com/users/museumvictoria/repos","https://api.github.com/users/museumvictoria/events{/privacy}","https://api.github.com/users/museumvictoria/received_events","Organization",FALSE,12.478669
"NaturalHistoryMuseum",5260760,"https://avatars.githubusercontent.com/u/5260760?v=3","","https://api.github.com/users/NaturalHistoryMuseum","https://github.com/NaturalHistoryMuseum","https://api.github.com/users/NaturalHistoryMuseum/followers","https://api.github.com/users/NaturalHistoryMuseum/following{/other_user}","https://api.github.com/users/NaturalHistoryMuseum/gists{/gist_id}","https://api.github.com/users/NaturalHistoryMuseum/starred{/owner}{/repo}","https://api.github.com/users/NaturalHistoryMuseum/subscriptions","https://api.github.com/users/NaturalHistoryMuseum/orgs","https://api.github.com/users/NaturalHistoryMuseum/repos","https://api.github.com/users/NaturalHistoryMuseum/events{/privacy}","https://api.github.com/users/NaturalHistoryMuseum/received_events","Organization",FALSE,11.542621
"scimusmn",777830,"https://avatars.githubusercontent.com/u/777830?v=3","","https://api.github.com/users/scimusmn","https://github.com/scimusmn","https://api.github.com/users/scimusmn/followers","https://api.github.com/users/scimusmn/following{/other_user}","https://api.github.com/users/scimusmn/gists{/gist_id}","https://api.github.com/users/scimusmn/starred{/owner}{/repo}","https://api.github.com/users/scimusmn/subscriptions","https://api.github.com/users/scimusmn/orgs","https://api.github.com/users/scimusmn/repos","https://api.github.com/users/scimusmn/events{/privacy}","https://api.github.com/users/scimusmn/received_events","Organization",FALSE,11.542621
"MuseumID",670952,"https://avatars.githubusercontent.com/u/670952?v=3","","https://api.github.com/users/MuseumID","https://github.com/MuseumID","https://api.github.com/users/MuseumID/followers","https://api.github.com/users/MuseumID/following{/other_user}","https://api.github.com/users/MuseumID/gists{/gist_id}","https://api.github.com/users/MuseumID/starred{/owner}{/repo}","https://api.github.com/users/MuseumID/subscriptions","https://api.github.com/users/MuseumID/orgs","https://api.github.com/users/MuseumID/repos","https://api.github.com/users/MuseumID/events{/privacy}","https://api.github.com/users/MuseumID/received_events","User",FALSE,10.918836
"museum10",5893028,"https://avatars.githubusercontent.com/u/5893028?v=3","","https://api.github.com/users/museum10","https://github.com/museum10","https://api.github.com/users/museum10/followers","https://api.github.com/users/museum10/following{/other_user}","https://api.github.com/users/museum10/gists{/gist_id}","https://api.github.com/users/museum10/starred{/owner}{/repo}","https://api.github.com/users/museum10/subscriptions","https://api.github.com/users/museum10/orgs","https://api.github.com/users/museum10/repos","https://api.github.com/users/museum10/events{/privacy}","https://api.github.com/users/museum10/received_events","User",FALSE,10.918836
"museum-of-vertebrate-zoology",5348713,"https://avatars.githubusercontent.com/u/5348713?v=3","","https://api.github.com/users/museum-of-vertebrate-zoology","https://github.com/museum-of-vertebrate-zoology","https://api.github.com/users/museum-of-vertebrate-zoology/followers","https://api.github.com/users/museum-of-vertebrate-zoology/following{/other_user}","https://api.github.com/users/museum-of-vertebrate-zoology/gists{/gist_id}","https://api.github.com/users/museum-of-vertebrate-zoology/starred{/owner}{/repo}","https://api.github.com/users/museum-of-vertebrate-zoology/subscriptions","https://api.github.com/users/museum-of-vertebrate-zoology/orgs","https://api.github.com/users/museum-of-vertebrate-zoology/repos","https://api.github.com/users/museum-of-vertebrate-zoology/events{/privacy}","https://api.github.com/users/museum-of-vertebrate-zoology/received_events","Organization",FALSE,10.918836
"bartoncountyhistorical",1324921,"https://avatars.githubusercontent.com/u/1324921?v=3","","https://api.github.com/users/bartoncountyhistorical","https://github.com/bartoncountyhistorical","https://api.github.com/users/bartoncountyhistorical/followers","https://api.github.com/users/bartoncountyhistorical/following{/other_user}","https://api.github.com/users/bartoncountyhistorical/gists{/gist_id}","https://api.github.com/users/bartoncountyhistorical/starred{/owner}{/repo}","https://api.github.com/users/bartoncountyhistorical/subscriptions","https://api.github.com/users/bartoncountyhistorical/orgs","https://api.github.com/users/bartoncountyhistorical/repos","https://api.github.com/users/bartoncountyhistorical/events{/privacy}","https://api.github.com/users/bartoncountyhistorical/received_events","User",FALSE,10.660183
"brooklynmuseum",432971,"https://avatars.githubusercontent.com/u/432971?v=3","","https://api.github.com/users/brooklynmuseum","https://github.com/brooklynmuseum","https://api.github.com/users/brooklynmuseum/followers","https://api.github.com/users/brooklynmuseum/following{/other_user}","https://api.github.com/users/brooklynmuseum/gists{/gist_id}","https://api.github.com/users/brooklynmuseum/starred{/owner}{/repo}","https://api.github.com/users/brooklynmuseum/subscriptions","https://api.github.com/users/brooklynmuseum/orgs","https://api.github.com/users/brooklynmuseum/repos","https://api.github.com/users/brooklynmuseum/events{/privacy}","https://api.github.com/users/brooklynmuseum/received_events","Organization",FALSE,9.618851
"MuseumTour",4819827,"https://avatars.githubusercontent.com/u/4819827?v=3","","https://api.github.com/users/MuseumTour","https://github.com/MuseumTour","https://api.github.com/users/MuseumTour/followers","https://api.github.com/users/MuseumTour/following{/other_user}","https://api.github.com/users/MuseumTour/gists{/gist_id}","https://api.github.com/users/MuseumTour/starred{/owner}{/repo}","https://api.github.com/users/MuseumTour/subscriptions","https://api.github.com/users/MuseumTour/orgs","https://api.github.com/users/MuseumTour/repos","https://api.github.com/users/MuseumTour/events{/privacy}","https://api.github.com/users/MuseumTour/received_events","Organization",FALSE,7.799168
"NationalMuseumofDenmark",5967513,"https://avatars.githubusercontent.com/u/5967513?v=3","","https://api.github.com/users/NationalMuseumofDenmark","https://github.com/NationalMuseumofDenmark","https://api.github.com/users/NationalMuseumofDenmark/followers","https://api.github.com/users/NationalMuseumofDenmark/following{/other_user}","https://api.github.com/users/NationalMuseumofDenmark/gists{/gist_id}","https://api.github.com/users/NationalMuseumofDenmark/starred{/owner}{/repo}","https://api.github.com/users/NationalMuseumofDenmark/subscriptions","https://api.github.com/users/NationalMuseumofDenmark/orgs","https://api.github.com/users/NationalMuseumofDenmark/repos","https://api.github.com/users/NationalMuseumofDenmark/events{/privacy}","https://api.github.com/users/NationalMuseumofDenmark/received_events","Organization",FALSE,7.7723856
"MfN-Berlin",7763364,"https://avatars.githubusercontent.com/u/7763364?v=3","","https://api.github.com/users/MfN-Berlin","https://github.com/MfN-Berlin","https://api.github.com/users/MfN-Berlin/followers","https://api.github.com/users/MfN-Berlin/following{/other_user}","https://api.github.com/users/MfN-Berlin/gists{/gist_id}","https://api.github.com/users/MfN-Berlin/starred{/owner}{/repo}","https://api.github.com/users/MfN-Berlin/subscriptions","https://api.github.com/users/MfN-Berlin/orgs","https://api.github.com/users/MfN-Berlin/repos","https://api.github.com/users/MfN-Berlin/events{/privacy}","https://api.github.com/users/MfN-Berlin/received_events","Organization",FALSE,7.7723856
"WaltersArtMuseum",6173585,"https://avatars.githubusercontent.com/u/6173585?v=3","","https://api.github.com/users/WaltersArtMuseum","https://github.com/WaltersArtMuseum","https://api.github.com/users/WaltersArtMuseum/followers","https://api.github.com/users/WaltersArtMuseum/following{/other_user}","https://api.github.com/users/WaltersArtMuseum/gists{/gist_id}","https://api.github.com/users/WaltersArtMuseum/starred{/owner}{/repo}","https://api.github.com/users/WaltersArtMuseum/subscriptions","https://api.github.com/users/WaltersArtMuseum/orgs","https://api.github.com/users/WaltersArtMuseum/repos","https://api.github.com/users/WaltersArtMuseum/events{/privacy}","https://api.github.com/users/WaltersArtMuseum/received_events","Organization",FALSE,7.7305417
"cmoa",2388916,"https://avatars.githubusercontent.com/u/2388916?v=3","","https://api.github.com/users/cmoa","https://github.com/cmoa","https://api.github.com/users/cmoa/followers","https://api.github.com/users/cmoa/following{/other_user}","https://api.github.com/users/cmoa/gists{/gist_id}","https://api.github.com/users/cmoa/starred{/owner}{/repo}","https://api.github.com/users/cmoa/subscriptions","https://api.github.com/users/cmoa/orgs","https://api.github.com/users/cmoa/repos","https://api.github.com/users/cmoa/events{/privacy}","https://api.github.com/users/cmoa/received_events","Organization",FALSE,7.7305417
"amnh",4788419,"https://avatars.githubusercontent.com/u/4788419?v=3","","https://api.github.com/users/amnh","https://github.com/amnh","https://api.github.com/users/amnh/followers","https://api.github.com/users/amnh/following{/other_user}","https://api.github.com/users/amnh/gists{/gist_id}","https://api.github.com/users/amnh/starred{/owner}{/repo}","https://api.github.com/users/amnh/subscriptions","https://api.github.com/users/amnh/orgs","https://api.github.com/users/amnh/repos","https://api.github.com/users/amnh/events{/privacy}","https://api.github.com/users/amnh/received_events","Organization",FALSE,7.7305417
"IMAmuseum",963445,"https://avatars.githubusercontent.com/u/963445?v=3","","https://api.github.com/users/IMAmuseum","https://github.com/IMAmuseum","https://api.github.com/users/IMAmuseum/followers","https://api.github.com/users/IMAmuseum/following{/other_user}","https://api.github.com/users/IMAmuseum/gists{/gist_id}","https://api.github.com/users/IMAmuseum/starred{/owner}{/repo}","https://api.github.com/users/IMAmuseum/subscriptions","https://api.github.com/users/IMAmuseum/orgs","https://api.github.com/users/IMAmuseum/repos","https://api.github.com/users/IMAmuseum/events{/privacy}","https://api.github.com/users/IMAmuseum/received_events","Organization",FALSE,7.7305417
"mosboston",1612715,"https://avatars.githubusercontent.com/u/1612715?v=3","","https://api.github.com/users/mosboston","https://github.com/mosboston","https://api.github.com/users/mosboston/followers","https://api.github.com/users/mosboston/following{/other_user}","https://api.github.com/users/mosboston/gists{/gist_id}","https://api.github.com/users/mosboston/starred{/owner}{/repo}","https://api.github.com/users/mosboston/subscriptions","https://api.github.com/users/mosboston/orgs","https://api.github.com/users/mosboston/repos","https://api.github.com/users/mosboston/events{/privacy}","https://api.github.com/users/mosboston/received_events","Organization",FALSE,7.7305417
"fieldmuseum",604250,"https://avatars.githubusercontent.com/u/604250?v=3","","https://api.github.com/users/fieldmuseum","https://github.com/fieldmuseum","https://api.github.com/users/fieldmuseum/followers","https://api.github.com/users/fieldmuseum/following{/other_user}","https://api.github.com/users/fieldmuseum/gists{/gist_id}","https://api.github.com/users/fieldmuseum/starred{/owner}{/repo}","https://api.github.com/users/fieldmuseum/subscriptions","https://api.github.com/users/fieldmuseum/orgs","https://api.github.com/users/fieldmuseum/repos","https://api.github.com/users/fieldmuseum/events{/privacy}","https://api.github.com/users/fieldmuseum/received_events","Organization",FALSE,7.7305417
"museumadvocait",15081094,"https://avatars.githubusercontent.com/u/15081094?v=3","","https://api.github.com/users/museumadvocait","https://github.com/museumadvocait","https://api.github.com/users/museumadvocait/followers","https://api.github.com/users/museumadvocait/following{/other_user}","https://api.github.com/users/museumadvocait/gists{/gist_id}","https://api.github.com/users/museumadvocait/starred{/owner}{/repo}","https://api.github.com/users/museumadvocait/subscriptions","https://api.github.com/users/museumadvocait/orgs","https://api.github.com/users/museumadvocait/repos","https://api.github.com/users/museumadvocait/events{/privacy}","https://api.github.com/users/museumadvocait/received_events","User",FALSE,7.14719
"museumofappliedartsandsciences",1744686,"https://avatars.githubusercontent.com/u/1744686?v=3","","https://api.github.com/users/museumofappliedartsandsciences","https://github.com/museumofappliedartsandsciences","https://api.github.com/users/museumofappliedartsandsciences/followers","https://api.github.com/users/museumofappliedartsandsciences/following{/other_user}","https://api.github.com/users/museumofappliedartsandsciences/gists{/gist_id}","https://api.github.com/users/museumofappliedartsandsciences/starred{/owner}{/repo}","https://api.github.com/users/museumofappliedartsandsciences/subscriptions","https://api.github.com/users/museumofappliedartsandsciences/orgs","https://api.github.com/users/museumofappliedartsandsciences/repos","https://api.github.com/users/museumofappliedartsandsciences/events{/privacy}","https://api.github.com/users/museumofappliedartsandsciences/received_events","User",FALSE,7.14719
"museuminabox",16087648,"https://avatars.githubusercontent.com/u/16087648?v=3","","https://api.github.com/users/museuminabox","https://github.com/museuminabox","https://api.github.com/users/museuminabox/followers","https://api.github.com/users/museuminabox/following{/other_user}","https://api.github.com/users/museuminabox/gists{/gist_id}","https://api.github.com/users/museuminabox/starred{/owner}{/repo}","https://api.github.com/users/museuminabox/subscriptions","https://api.github.com/users/museuminabox/orgs","https://api.github.com/users/museuminabox/repos","https://api.github.com/users/museuminabox/events{/privacy}","https://api.github.com/users/museuminabox/received_events","Organization",FALSE,7.119192
"StatensMuseumforKunst",4436874,"https://avatars.githubusercontent.com/u/4436874?v=3","","https://api.github.com/users/StatensMuseumforKunst","https://github.com/StatensMuseumforKunst","https://api.github.com/users/StatensMuseumforKunst/followers","https://api.github.com/users/StatensMuseumforKunst/following{/other_user}","https://api.github.com/users/StatensMuseumforKunst/gists{/gist_id}","https://api.github.com/users/StatensMuseumforKunst/starred{/owner}{/repo}","https://api.github.com/users/StatensMuseumforKunst/subscriptions","https://api.github.com/users/StatensMuseumforKunst/orgs","https://api.github.com/users/StatensMuseumforKunst/repos","https://api.github.com/users/StatensMuseumforKunst/events{/privacy}","https://api.github.com/users/StatensMuseumforKunst/received_events","Organization",FALSE,6.7331963
"vanda",344443,"https://avatars.githubusercontent.com/u/344443?v=3","","https://api.github.com/users/vanda","https://github.com/vanda","https://api.github.com/users/vanda/followers","https://api.github.com/users/vanda/following{/other_user}","https://api.github.com/users/vanda/gists{/gist_id}","https://api.github.com/users/vanda/starred{/owner}{/repo}","https://api.github.com/users/vanda/subscriptions","https://api.github.com/users/vanda/orgs","https://api.github.com/users/vanda/repos","https://api.github.com/users/vanda/events{/privacy}","https://api.github.com/users/vanda/received_events","Organization",FALSE,6.7331963
"BritishMuseum",12939426,"https://avatars.githubusercontent.com/u/12939426?v=3","","https://api.github.com/users/BritishMuseum","https://github.com/BritishMuseum","https://api.github.com/users/BritishMuseum/followers","https://api.github.com/users/BritishMuseum/following{/other_user}","https://api.github.com/users/BritishMuseum/gists{/gist_id}","https://api.github.com/users/BritishMuseum/starred{/owner}{/repo}","https://api.github.com/users/BritishMuseum/subscriptions","https://api.github.com/users/BritishMuseum/orgs","https://api.github.com/users/BritishMuseum/repos","https://api.github.com/users/BritishMuseum/events{/privacy}","https://api.github.com/users/BritishMuseum/received_events","Organization",FALSE,6.7331963
"DenverArtMuseum",9824233,"https://avatars.githubusercontent.com/u/9824233?v=3","","https://api.github.com/users/DenverArtMuseum","https://github.com/DenverArtMuseum","https://api.github.com/users/DenverArtMuseum/followers","https://api.github.com/users/DenverArtMuseum/following{/other_user}","https://api.github.com/users/DenverArtMuseum/gists{/gist_id}","https://api.github.com/users/DenverArtMuseum/starred{/owner}{/repo}","https://api.github.com/users/DenverArtMuseum/subscriptions","https://api.github.com/users/DenverArtMuseum/orgs","https://api.github.com/users/DenverArtMuseum/repos","https://api.github.com/users/DenverArtMuseum/events{/privacy}","https://api.github.com/users/DenverArtMuseum/received_events","Organization",FALSE,6.620193
"AucklandMuseum",12093846,"https://avatars.githubusercontent.com/u/12093846?v=3","","https://api.github.com/users/AucklandMuseum","https://github.com/AucklandMuseum","https://api.github.com/users/AucklandMuseum/followers","https://api.github.com/users/AucklandMuseum/following{/other_user}","https://api.github.com/users/AucklandMuseum/gists{/gist_id}","https://api.github.com/users/AucklandMuseum/starred{/owner}{/repo}","https://api.github.com/users/AucklandMuseum/subscriptions","https://api.github.com/users/AucklandMuseum/orgs","https://api.github.com/users/AucklandMuseum/repos","https://api.github.com/users/AucklandMuseum/events{/privacy}","https://api.github.com/users/AucklandMuseum/received_events","Organization",FALSE,6.620193
"lifeandscience",768026,"https://avatars.githubusercontent.com/u/768026?v=3","","https://api.github.com/users/lifeandscience","https://github.com/lifeandscience","https://api.github.com/users/lifeandscience/followers","https://api.github.com/users/lifeandscience/following{/other_user}","https://api.github.com/users/lifeandscience/gists{/gist_id}","https://api.github.com/users/lifeandscience/starred{/owner}{/repo}","https://api.github.com/users/lifeandscience/subscriptions","https://api.github.com/users/lifeandscience/orgs","https://api.github.com/users/lifeandscience/repos","https://api.github.com/users/lifeandscience/events{/privacy}","https://api.github.com/users/lifeandscience/received_events","Organization",FALSE,6.620193
"wamuseum",6541276,"https://avatars.githubusercontent.com/u/6541276?v=3","","https://api.github.com/users/wamuseum","https://github.com/wamuseum","https://api.github.com/users/wamuseum/followers","https://api.github.com/users/wamuseum/following{/other_user}","https://api.github.com/users/wamuseum/gists{/gist_id}","https://api.github.com/users/wamuseum/starred{/owner}{/repo}","https://api.github.com/users/wamuseum/subscriptions","https://api.github.com/users/wamuseum/orgs","https://api.github.com/users/wamuseum/repos","https://api.github.com/users/wamuseum/events{/privacy}","https://api.github.com/users/wamuseum/received_events","Organization",FALSE,6.620193
"PortlandArtMuseum",13209248,"https://avatars.githubusercontent.com/u/13209248?v=3","","https://api.github.com/users/PortlandArtMuseum","https://github.com/PortlandArtMuseum","https://api.github.com/users/PortlandArtMuseum/followers","https://api.github.com/users/PortlandArtMuseum/following{/other_user}","https://api.github.com/users/PortlandArtMuseum/gists{/gist_id}","https://api.github.com/users/PortlandArtMuseum/starred{/owner}{/repo}","https://api.github.com/users/PortlandArtMuseum/subscriptions","https://api.github.com/users/PortlandArtMuseum/orgs","https://api.github.com/users/PortlandArtMuseum/repos","https://api.github.com/users/PortlandArtMuseum/events{/privacy}","https://api.github.com/users/PortlandArtMuseum/received_events","Organization",FALSE,6.620193
"museumlung7",2508095,"https://avatars.githubusercontent.com/u/2508095?v=3","","https://api.github.com/users/museumlung7","https://github.com/museumlung7","https://api.github.com/users/museumlung7/followers","https://api.github.com/users/museumlung7/following{/other_user}","https://api.github.com/users/museumlung7/gists{/gist_id}","https://api.github.com/users/museumlung7/starred{/owner}{/repo}","https://api.github.com/users/museumlung7/subscriptions","https://api.github.com/users/museumlung7/orgs","https://api.github.com/users/museumlung7/repos","https://api.github.com/users/museumlung7/events{/privacy}","https://api.github.com/users/museumlung7/received_events","User",FALSE,6.2393346
"museumcross13",4530526,"https://avatars.githubusercontent.com/u/4530526?v=3","","https://api.github.com/users/museumcross13","https://github.com/museumcross13","https://api.github.com/users/museumcross13/followers","https://api.github.com/users/museumcross13/following{/other_user}","https://api.github.com/users/museumcross13/gists{/gist_id}","https://api.github.com/users/museumcross13/starred{/owner}{/repo}","https://api.github.com/users/museumcross13/subscriptions","https://api.github.com/users/museumcross13/orgs","https://api.github.com/users/museumcross13/repos","https://api.github.com/users/museumcross13/events{/privacy}","https://api.github.com/users/museumcross13/received_events","User",FALSE,6.2393346
"Museumac",10952925,"https://avatars.githubusercontent.com/u/10952925?v=3","","https://api.github.com/users/Museumac","https://github.com/Museumac","https://api.github.com/users/Museumac/followers","https://api.github.com/users/Museumac/following{/other_user}","https://api.github.com/users/Museumac/gists{/gist_id}","https://api.github.com/users/Museumac/starred{/owner}{/repo}","https://api.github.com/users/Museumac/subscriptions","https://api.github.com/users/Museumac/orgs","https://api.github.com/users/Museumac/repos","https://api.github.com/users/Museumac/events{/privacy}","https://api.github.com/users/Museumac/received_events","User",FALSE,6.2393346
"museum2015",11210332,"https://avatars.githubusercontent.com/u/11210332?v=3","","https://api.github.com/users/museum2015","https://github.com/museum2015","https://api.github.com/users/museum2015/followers","https://api.github.com/users/museum2015/following{/other_user}","https://api.github.com/users/museum2015/gists{/gist_id}","https://api.github.com/users/museum2015/starred{/owner}{/repo}","https://api.github.com/users/museum2015/subscriptions","https://api.github.com/users/museum2015/orgs","https://api.github.com/users/museum2015/repos","https://api.github.com/users/museum2015/events{/privacy}","https://api.github.com/users/museum2015/received_events","User",FALSE,6.2393346
"museumresearch",11541753,"https://avatars.githubusercontent.com/u/11541753?v=3","","https://api.github.com/users/museumresearch","https://github.com/museumresearch","https://api.github.com/users/museumresearch/followers","https://api.github.com/users/museumresearch/following{/other_user}","https://api.github.com/users/museumresearch/gists{/gist_id}","https://api.github.com/users/museumresearch/starred{/owner}{/repo}","https://api.github.com/users/museumresearch/subscriptions","https://api.github.com/users/museumresearch/orgs","https://api.github.com/users/museumresearch/repos","https://api.github.com/users/museumresearch/events{/privacy}","https://api.github.com/users/museumresearch/received_events","User",FALSE,6.2393346
"MuseumofModernArt",12055897,"https://avatars.githubusercontent.com/u/12055897?v=3","","https://api.github.com/users/MuseumofModernArt","https://github.com/MuseumofModernArt","https://api.github.com/users/MuseumofModernArt/followers","https://api.github.com/users/MuseumofModernArt/following{/other_user}","https://api.github.com/users/MuseumofModernArt/gists{/gist_id}","https://api.github.com/users/MuseumofModernArt/starred{/owner}{/repo}","https://api.github.com/users/MuseumofModernArt/subscriptions","https://api.github.com/users/MuseumofModernArt/orgs","https://api.github.com/users/MuseumofModernArt/repos","https://api.github.com/users/MuseumofModernArt/events{/privacy}","https://api.github.com/users/MuseumofModernArt/received_events","Organization",FALSE,6.2393346
