"login","id","avatar_url","gravatar_id","url","html_url","followers_url","following_url","gists_url","starred_url","subscriptions_url","organizations_url","repos_url","events_url","received_events_url","type","site_admin","score"
"deutsche-kinemathek",2122580,"https://avatars.githubusercontent.com/u/2122580?v=3","","https://api.github.com/users/deutsche-kinemathek","https://github.com/deutsche-kinemathek","https://api.github.com/users/deutsche-kinemathek/followers","https://api.github.com/users/deutsche-kinemathek/following{/other_user}","https://api.github.com/users/deutsche-kinemathek/gists{/gist_id}","https://api.github.com/users/deutsche-kinemathek/starred{/owner}{/repo}","https://api.github.com/users/deutsche-kinemathek/subscriptions","https://api.github.com/users/deutsche-kinemathek/orgs","https://api.github.com/users/deutsche-kinemathek/repos","https://api.github.com/users/deutsche-kinemathek/events{/privacy}","https://api.github.com/users/deutsche-kinemathek/received_events","User",FALSE,3.400418
"ColbyMuseum",12957330,"https://avatars.githubusercontent.com/u/12957330?v=3","","https://api.github.com/users/ColbyMuseum","https://github.com/ColbyMuseum","https://api.github.com/users/ColbyMuseum/followers","https://api.github.com/users/ColbyMuseum/following{/other_user}","https://api.github.com/users/ColbyMuseum/gists{/gist_id}","https://api.github.com/users/ColbyMuseum/starred{/owner}{/repo}","https://api.github.com/users/ColbyMuseum/subscriptions","https://api.github.com/users/ColbyMuseum/orgs","https://api.github.com/users/ColbyMuseum/repos","https://api.github.com/users/ColbyMuseum/events{/privacy}","https://api.github.com/users/ColbyMuseum/received_events","Organization",FALSE,3.400418
"humanrights",8753702,"https://avatars.githubusercontent.com/u/8753702?v=3","","https://api.github.com/users/humanrights","https://github.com/humanrights","https://api.github.com/users/humanrights/followers","https://api.github.com/users/humanrights/following{/other_user}","https://api.github.com/users/humanrights/gists{/gist_id}","https://api.github.com/users/humanrights/starred{/owner}{/repo}","https://api.github.com/users/humanrights/subscriptions","https://api.github.com/users/humanrights/orgs","https://api.github.com/users/humanrights/repos","https://api.github.com/users/humanrights/events{/privacy}","https://api.github.com/users/humanrights/received_events","Organization",FALSE,3.400418
"cmnh",6370718,"https://avatars.githubusercontent.com/u/6370718?v=3","","https://api.github.com/users/cmnh","https://github.com/cmnh","https://api.github.com/users/cmnh/followers","https://api.github.com/users/cmnh/following{/other_user}","https://api.github.com/users/cmnh/gists{/gist_id}","https://api.github.com/users/cmnh/starred{/owner}{/repo}","https://api.github.com/users/cmnh/subscriptions","https://api.github.com/users/cmnh/orgs","https://api.github.com/users/cmnh/repos","https://api.github.com/users/cmnh/events{/privacy}","https://api.github.com/users/cmnh/received_events","Organization",FALSE,3.400418
"MILEVMUS",13509740,"https://avatars.githubusercontent.com/u/13509740?v=3","","https://api.github.com/users/MILEVMUS","https://github.com/MILEVMUS","https://api.github.com/users/MILEVMUS/followers","https://api.github.com/users/MILEVMUS/following{/other_user}","https://api.github.com/users/MILEVMUS/gists{/gist_id}","https://api.github.com/users/MILEVMUS/starred{/owner}{/repo}","https://api.github.com/users/MILEVMUS/subscriptions","https://api.github.com/users/MILEVMUS/orgs","https://api.github.com/users/MILEVMUS/repos","https://api.github.com/users/MILEVMUS/events{/privacy}","https://api.github.com/users/MILEVMUS/received_events","User",FALSE,3.3821125
"mfaweb",16326834,"https://avatars.githubusercontent.com/u/16326834?v=3","","https://api.github.com/users/mfaweb","https://github.com/mfaweb","https://api.github.com/users/mfaweb/followers","https://api.github.com/users/mfaweb/following{/other_user}","https://api.github.com/users/mfaweb/gists{/gist_id}","https://api.github.com/users/mfaweb/starred{/owner}{/repo}","https://api.github.com/users/mfaweb/subscriptions","https://api.github.com/users/mfaweb/orgs","https://api.github.com/users/mfaweb/repos","https://api.github.com/users/mfaweb/events{/privacy}","https://api.github.com/users/mfaweb/received_events","Organization",FALSE,3.3821125
"NMAAHC",15135491,"https://avatars.githubusercontent.com/u/15135491?v=3","","https://api.github.com/users/NMAAHC","https://github.com/NMAAHC","https://api.github.com/users/NMAAHC/followers","https://api.github.com/users/NMAAHC/following{/other_user}","https://api.github.com/users/NMAAHC/gists{/gist_id}","https://api.github.com/users/NMAAHC/starred{/owner}{/repo}","https://api.github.com/users/NMAAHC/subscriptions","https://api.github.com/users/NMAAHC/orgs","https://api.github.com/users/NMAAHC/repos","https://api.github.com/users/NMAAHC/events{/privacy}","https://api.github.com/users/NMAAHC/received_events","User",FALSE,3.3821123
"VMNH",13781896,"https://avatars.githubusercontent.com/u/13781896?v=3","","https://api.github.com/users/VMNH","https://github.com/VMNH","https://api.github.com/users/VMNH/followers","https://api.github.com/users/VMNH/following{/other_user}","https://api.github.com/users/VMNH/gists{/gist_id}","https://api.github.com/users/VMNH/starred{/owner}{/repo}","https://api.github.com/users/VMNH/subscriptions","https://api.github.com/users/VMNH/orgs","https://api.github.com/users/VMNH/repos","https://api.github.com/users/VMNH/events{/privacy}","https://api.github.com/users/VMNH/received_events","User",FALSE,3.3821123
"gaamt",7975184,"https://avatars.githubusercontent.com/u/7975184?v=3","","https://api.github.com/users/gaamt","https://github.com/gaamt","https://api.github.com/users/gaamt/followers","https://api.github.com/users/gaamt/following{/other_user}","https://api.github.com/users/gaamt/gists{/gist_id}","https://api.github.com/users/gaamt/starred{/owner}{/repo}","https://api.github.com/users/gaamt/subscriptions","https://api.github.com/users/gaamt/orgs","https://api.github.com/users/gaamt/repos","https://api.github.com/users/gaamt/events{/privacy}","https://api.github.com/users/gaamt/received_events","Organization",FALSE,3.3821123
"whitneymuseum",574937,"https://avatars.githubusercontent.com/u/574937?v=3","","https://api.github.com/users/whitneymuseum","https://github.com/whitneymuseum","https://api.github.com/users/whitneymuseum/followers","https://api.github.com/users/whitneymuseum/following{/other_user}","https://api.github.com/users/whitneymuseum/gists{/gist_id}","https://api.github.com/users/whitneymuseum/starred{/owner}{/repo}","https://api.github.com/users/whitneymuseum/subscriptions","https://api.github.com/users/whitneymuseum/orgs","https://api.github.com/users/whitneymuseum/repos","https://api.github.com/users/whitneymuseum/events{/privacy}","https://api.github.com/users/whitneymuseum/received_events","Organization",FALSE,3.3821123
"IMLS",8780674,"https://avatars.githubusercontent.com/u/8780674?v=3","","https://api.github.com/users/IMLS","https://github.com/IMLS","https://api.github.com/users/IMLS/followers","https://api.github.com/users/IMLS/following{/other_user}","https://api.github.com/users/IMLS/gists{/gist_id}","https://api.github.com/users/IMLS/starred{/owner}{/repo}","https://api.github.com/users/IMLS/subscriptions","https://api.github.com/users/IMLS/orgs","https://api.github.com/users/IMLS/repos","https://api.github.com/users/IMLS/events{/privacy}","https://api.github.com/users/IMLS/received_events","Organization",FALSE,2.914644
"mzlu-feedback",12399679,"https://avatars.githubusercontent.com/u/12399679?v=3","","https://api.github.com/users/mzlu-feedback","https://github.com/mzlu-feedback","https://api.github.com/users/mzlu-feedback/followers","https://api.github.com/users/mzlu-feedback/following{/other_user}","https://api.github.com/users/mzlu-feedback/gists{/gist_id}","https://api.github.com/users/mzlu-feedback/starred{/owner}{/repo}","https://api.github.com/users/mzlu-feedback/subscriptions","https://api.github.com/users/mzlu-feedback/orgs","https://api.github.com/users/mzlu-feedback/repos","https://api.github.com/users/mzlu-feedback/events{/privacy}","https://api.github.com/users/mzlu-feedback/received_events","Organization",FALSE,2.914644
"ACMTX",16782716,"https://avatars.githubusercontent.com/u/16782716?v=3","","https://api.github.com/users/ACMTX","https://github.com/ACMTX","https://api.github.com/users/ACMTX/followers","https://api.github.com/users/ACMTX/following{/other_user}","https://api.github.com/users/ACMTX/gists{/gist_id}","https://api.github.com/users/ACMTX/starred{/owner}{/repo}","https://api.github.com/users/ACMTX/subscriptions","https://api.github.com/users/ACMTX/orgs","https://api.github.com/users/ACMTX/repos","https://api.github.com/users/ACMTX/events{/privacy}","https://api.github.com/users/ACMTX/received_events","Organization",FALSE,2.914644
"cpmab",16201983,"https://avatars.githubusercontent.com/u/16201983?v=3","","https://api.github.com/users/cpmab","https://github.com/cpmab","https://api.github.com/users/cpmab/followers","https://api.github.com/users/cpmab/following{/other_user}","https://api.github.com/users/cpmab/gists{/gist_id}","https://api.github.com/users/cpmab/starred{/owner}{/repo}","https://api.github.com/users/cpmab/subscriptions","https://api.github.com/users/cpmab/orgs","https://api.github.com/users/cpmab/repos","https://api.github.com/users/cpmab/events{/privacy}","https://api.github.com/users/cpmab/received_events","Organization",FALSE,2.914644
"ECCo1",796159,"https://avatars.githubusercontent.com/u/796159?v=3","","https://api.github.com/users/ECCo1","https://github.com/ECCo1","https://api.github.com/users/ECCo1/followers","https://api.github.com/users/ECCo1/following{/other_user}","https://api.github.com/users/ECCo1/gists{/gist_id}","https://api.github.com/users/ECCo1/starred{/owner}{/repo}","https://api.github.com/users/ECCo1/subscriptions","https://api.github.com/users/ECCo1/orgs","https://api.github.com/users/ECCo1/repos","https://api.github.com/users/ECCo1/events{/privacy}","https://api.github.com/users/ECCo1/received_events","User",FALSE,2.8989534
"autrymuseum",15370465,"https://avatars.githubusercontent.com/u/15370465?v=3","","https://api.github.com/users/autrymuseum","https://github.com/autrymuseum","https://api.github.com/users/autrymuseum/followers","https://api.github.com/users/autrymuseum/following{/other_user}","https://api.github.com/users/autrymuseum/gists{/gist_id}","https://api.github.com/users/autrymuseum/starred{/owner}{/repo}","https://api.github.com/users/autrymuseum/subscriptions","https://api.github.com/users/autrymuseum/orgs","https://api.github.com/users/autrymuseum/repos","https://api.github.com/users/autrymuseum/events{/privacy}","https://api.github.com/users/autrymuseum/received_events","Organization",FALSE,2.8989534
"UBCBBMCTC",5758169,"https://avatars.githubusercontent.com/u/5758169?v=3","","https://api.github.com/users/UBCBBMCTC","https://github.com/UBCBBMCTC","https://api.github.com/users/UBCBBMCTC/followers","https://api.github.com/users/UBCBBMCTC/following{/other_user}","https://api.github.com/users/UBCBBMCTC/gists{/gist_id}","https://api.github.com/users/UBCBBMCTC/starred{/owner}{/repo}","https://api.github.com/users/UBCBBMCTC/subscriptions","https://api.github.com/users/UBCBBMCTC/orgs","https://api.github.com/users/UBCBBMCTC/repos","https://api.github.com/users/UBCBBMCTC/events{/privacy}","https://api.github.com/users/UBCBBMCTC/received_events","User",FALSE,2.837226
"BrowningMuseumWebTeamWest",5695565,"https://avatars.githubusercontent.com/u/5695565?v=3","","https://api.github.com/users/BrowningMuseumWebTeamWest","https://github.com/BrowningMuseumWebTeamWest","https://api.github.com/users/BrowningMuseumWebTeamWest/followers","https://api.github.com/users/BrowningMuseumWebTeamWest/following{/other_user}","https://api.github.com/users/BrowningMuseumWebTeamWest/gists{/gist_id}","https://api.github.com/users/BrowningMuseumWebTeamWest/starred{/owner}{/repo}","https://api.github.com/users/BrowningMuseumWebTeamWest/subscriptions","https://api.github.com/users/BrowningMuseumWebTeamWest/orgs","https://api.github.com/users/BrowningMuseumWebTeamWest/repos","https://api.github.com/users/BrowningMuseumWebTeamWest/events{/privacy}","https://api.github.com/users/BrowningMuseumWebTeamWest/received_events","Organization",FALSE,2.837226
"autrymuseum",15370465,"https://avatars.githubusercontent.com/u/15370465?v=3","","https://api.github.com/users/autrymuseum","https://github.com/autrymuseum","https://api.github.com/users/autrymuseum/followers","https://api.github.com/users/autrymuseum/following{/other_user}","https://api.github.com/users/autrymuseum/gists{/gist_id}","https://api.github.com/users/autrymuseum/starred{/owner}{/repo}","https://api.github.com/users/autrymuseum/subscriptions","https://api.github.com/users/autrymuseum/orgs","https://api.github.com/users/autrymuseum/repos","https://api.github.com/users/autrymuseum/events{/privacy}","https://api.github.com/users/autrymuseum/received_events","Organization",FALSE,2.837226
"themade",16657372,"https://avatars.githubusercontent.com/u/16657372?v=3","","https://api.github.com/users/themade","https://github.com/themade","https://api.github.com/users/themade/followers","https://api.github.com/users/themade/following{/other_user}","https://api.github.com/users/themade/gists{/gist_id}","https://api.github.com/users/themade/starred{/owner}{/repo}","https://api.github.com/users/themade/subscriptions","https://api.github.com/users/themade/orgs","https://api.github.com/users/themade/repos","https://api.github.com/users/themade/events{/privacy}","https://api.github.com/users/themade/received_events","User",FALSE,2.837226
"OMT-FLMNH-UF",17908269,"https://avatars.githubusercontent.com/u/17908269?v=3","","https://api.github.com/users/OMT-FLMNH-UF","https://github.com/OMT-FLMNH-UF","https://api.github.com/users/OMT-FLMNH-UF/followers","https://api.github.com/users/OMT-FLMNH-UF/following{/other_user}","https://api.github.com/users/OMT-FLMNH-UF/gists{/gist_id}","https://api.github.com/users/OMT-FLMNH-UF/starred{/owner}{/repo}","https://api.github.com/users/OMT-FLMNH-UF/subscriptions","https://api.github.com/users/OMT-FLMNH-UF/orgs","https://api.github.com/users/OMT-FLMNH-UF/repos","https://api.github.com/users/OMT-FLMNH-UF/events{/privacy}","https://api.github.com/users/OMT-FLMNH-UF/received_events","User",FALSE,2.7206223
"FLMNH",17909698,"https://avatars.githubusercontent.com/u/17909698?v=3","","https://api.github.com/users/FLMNH","https://github.com/FLMNH","https://api.github.com/users/FLMNH/followers","https://api.github.com/users/FLMNH/following{/other_user}","https://api.github.com/users/FLMNH/gists{/gist_id}","https://api.github.com/users/FLMNH/starred{/owner}{/repo}","https://api.github.com/users/FLMNH/subscriptions","https://api.github.com/users/FLMNH/orgs","https://api.github.com/users/FLMNH/repos","https://api.github.com/users/FLMNH/events{/privacy}","https://api.github.com/users/FLMNH/received_events","Organization",FALSE,2.6749623
"mus-nature-ca",18055650,"https://avatars.githubusercontent.com/u/18055650?v=3","","https://api.github.com/users/mus-nature-ca","https://github.com/mus-nature-ca","https://api.github.com/users/mus-nature-ca/followers","https://api.github.com/users/mus-nature-ca/following{/other_user}","https://api.github.com/users/mus-nature-ca/gists{/gist_id}","https://api.github.com/users/mus-nature-ca/starred{/owner}{/repo}","https://api.github.com/users/mus-nature-ca/subscriptions","https://api.github.com/users/mus-nature-ca/orgs","https://api.github.com/users/mus-nature-ca/repos","https://api.github.com/users/mus-nature-ca/events{/privacy}","https://api.github.com/users/mus-nature-ca/received_events","Organization",FALSE,2.4047132
"ns11mm",896497,"https://avatars.githubusercontent.com/u/896497?v=3","","https://api.github.com/users/ns11mm","https://github.com/ns11mm","https://api.github.com/users/ns11mm/followers","https://api.github.com/users/ns11mm/following{/other_user}","https://api.github.com/users/ns11mm/gists{/gist_id}","https://api.github.com/users/ns11mm/starred{/owner}{/repo}","https://api.github.com/users/ns11mm/subscriptions","https://api.github.com/users/ns11mm/orgs","https://api.github.com/users/ns11mm/repos","https://api.github.com/users/ns11mm/events{/privacy}","https://api.github.com/users/ns11mm/received_events","Organization",FALSE,1.891484
